OBJECTID_1,OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GLOBALID,Shape_Leng,aggregatio,HasData,ORIGINAL_O,sourceCoun,apportionm,population,populati_1,gender_MED,gender_MAL,gender_M_1,gender_M_2,gender_M_3,gender_M_4,gender_M_5,gender_M_6,gender_M_7,gender_M_8,gender_M_9,gender__10,gender__11,gender__12,gender__13,gender__14,gender__15,gender__16,gender__17,gender__18,gender__19,gender__20,gender__21,gender__22,gender__23,gender__24,gender__25,gender__26,gender__27,gender_FEM,gender_F_1,gender_F_2,gender_F_3,gender_F_4,gender_F_5,gender_F_6,gender_F_7,gender_F_8,gender_F_9,gender__28,gender__29,gender__30,gender__31,gender__32,gender__33,gender__34,gender__35,gender__36,gender__37,gender__38,gender__39,gender__40,gender__41,gender__42,gender__43,gender__44,gender__45,householdt,OwnerRente,OwnerRen_1,OwnerRen_2,OwnerRen_3,housinguni,vacant_VAC,vacant_V_1,raceandhis,raceandh_1,raceandh_2,raceandh_3,raceandh_4,raceandh_5,raceandh_6,raceandh_7,raceandh_8,raceandh_9,raceand_10,raceand_11,hispanicor,hispanic_1,educationa,educatio_1,educatio_2,educatio_3,educatio_4,educatio_5,educatio_6,househol_1,households,householdi,homevalue_,F5yearincre,unitsinstr,unitsins_1,unitsins_2,unitsins_3,unitsins_4,unitsins_5,unitsins_6,unitsins_7,unitsins_8,unitsins_9,unitsin_10,unitsin_11,unitsin_12,unitsin_13,unitsin_14,unitsin_15,commute_AC,commute__1,commute__2,commute__3,commute__4,commute__5,commute__6,Shape__Area,Shape__Length
164,, ,East Lake,Neighborhood, ,0,,, ,782.74,1.22,East Lake,O, ,,GIS,2023/02/21 00:00:00+00,{FA809309-67D3-459E-9D67-FB1AC9F689E6},40724.2139448219,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,285,US,2.576,2.191,3583,39.1,1690,47.17,138,8.17,155,9.17,113,6.69,76,4.5,50,2.96,72,4.26,124,7.34,175,10.36,181,10.71,137,8.11,127,7.51,96,5.68,81,4.79,1893,52.83,148,7.82,160,8.45,94,4.97,62,3.28,65,3.43,108,5.71,133,7.03,182,9.61,200,10.57,157,8.29,148,7.82,107,5.65,84,4.44,1379,1098,79.62,281,20.38,1500,121,8.07,1781,49.71,1390,38.79,66,1.84,6,0.17,2,0.06,49,1.37,170,4.74,3.01,8.84,1.15,14.5,9.75,37.44,23.85,2.6,4.66,135251,512439,39.1,11,0.64,1,0.06,47,2.71,3,0.17,1,0.06,59,3.41,73,4.21,1531,88.39,31.09,0.05,1.36,1.91,1.86,56.82,6.5,34182429.682373,40724.2139448219
165,, ,Audobon Forest West,Neighborhood, ,0,,, ,133.28,0.21,Audobon Forest West,I, ,,GIS,2022/05/24 00:00:00+00,{20934A29-AA78-4E9D-A22F-2910DB18A468},11817.2162135033,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,286,US,2.576,2.191,326,54,151,46.32,6,3.97,4,2.65,10,6.62,6,3.97,6,3.97,8,5.3,8,5.3,9,5.96,12,7.95,8,5.3,13,8.61,9,5.96,9,5.96,175,53.68,6,3.43,7,4,7,4,4,2.29,6,3.43,6,3.43,8,4.57,9,5.14,10,5.71,7,4,11,6.29,10,5.71,13,7.43,128,113,88.28,15,11.72,135,7,5.19,10,3.07,304,93.25,1,0.31,0,0,0,0,2,0.61,2,0.61,3.76,7.14,0,1.88,25.94,21.05,40.23,2.52,8.61,97579,360366,54,0,0,15,9.62,0,0,0,0,0,0,0,0,0,0,141,90.38,6.94,0,0,0,5.2,84.39,4.05,5805870.61474609,11817.2162135033
166,, ,Audobon Forest,Neighborhood, ,0,,, ,497.42,0.78,Audobon Forest,I, ,,GIS,2022/05/24 00:00:00+00,{7465F3E4-9466-46D5-8299-BD0A8EF959B0},26039.5522742525,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,287,US,2.576,2.191,736,52.3,344,46.74,13,3.78,11,3.2,23,6.69,14,4.07,16,4.65,17,4.94,19,5.52,20,5.81,24,6.98,20,5.81,28,8.14,24,6.98,22,6.4,392,53.26,14,3.57,17,4.34,16,4.08,10,2.55,14,3.57,14,3.57,17,4.34,21,5.36,25,6.38,17,4.34,24,6.12,23,5.87,28,7.14,314,268,85.35,46,14.65,328,14,4.27,23,3.12,685,93.07,1,0.14,1,0.14,0,0,4,0.54,6,0.82,4.08,10.71,0.85,5.44,20.92,22.79,35.2,2.32,8.17,89869,353179,52.3,0,0,31,8.49,8,2.19,5,1.37,0,0,0,0,0,0,321,87.95,8.44,0,0,0,5.54,82.59,3.17,21667356.8393555,26039.5522742525
167,, ,Cascade Heights,Neighborhood, ,0,,, ,659.5,1.03,Cascade Heights,I, ,,GIS,2022/05/24 00:00:00+00,{07A29FF9-9AF7-4BA7-8081-C6FB1AD8D5F2},43543.0064430356,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,288,US,2.576,2.191,1013,42.9,468,46.2,25,5.34,27,5.77,28,5.98,29,6.2,28,5.98,26,5.56,29,6.2,34,7.26,36,7.69,27,5.77,31,6.62,31,6.62,28,5.98,545,53.8,24,4.4,25,4.59,25,4.59,27,4.95,34,6.24,31,5.69,35,6.42,35,6.42,36,6.61,31,5.69,32,5.87,30,5.5,34,6.24,457,320,70.02,137,29.98,464,7,1.51,42,4.15,897,88.55,5,0.49,4,0.39,0,0,21,2.07,46,4.54,5.94,19.43,5.26,21.86,5.94,18.89,21.59,2.21,9.71,78843,350476,42.9,15,2.73,12,2.19,15,2.73,18,3.28,9,1.64,5,0.91,29,5.28,438,79.78,14.78,0.41,0,0.62,15.61,62.42,6.16,28727609.0385742,43543.0064430356
168,, ,Westview,Neighborhood, ,0,,, ,400.61,0.63,Westview,T, ,,GIS,2022/05/24 00:00:00+00,{EF5FC411-CFD8-4626-9C8C-59DB5B50EF81},19026.319549389,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,289,US,2.576,2.191,2758,38.3,1349,48.91,68,5.04,79,5.86,74,5.49,65,4.82,47,3.48,95,7.04,136,10.08,161,11.93,125,9.27,103,7.64,78,5.78,81,6,75,5.56,1409,51.09,76,5.39,84,5.96,58,4.12,72,5.11,90,6.39,95,6.74,133,9.44,147,10.43,105,7.45,80,5.68,87,6.17,78,5.54,69,4.9,1214,838,69.03,376,30.97,1399,185,13.22,425,15.41,2139,77.56,20,0.73,0,0,0,0,34,1.23,73,2.65,4.16,25.68,4.21,16.24,5.04,22.7,20.01,2.27,19.34,61858,406387,38.3,20,1.2,0,0,9,0.54,69,4.13,42,2.52,54,3.24,49,2.94,1426,85.44,20.28,5.6,1.95,0,6.03,63.09,3.05,17450290.1982422,19026.319549389
169,, ,West End,Neighborhood, ,0,,, ,680.99,1.06,West End,T, ,,GIS,2022/05/24 00:00:00+00,{27B4B1D9-613B-4D24-951B-10C43AD02A85},25641.3382498123,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,290,US,2.576,2.191,4527,37.6,2255,49.81,108,4.79,115,5.1,98,4.35,81,3.59,163,7.23,223,9.89,242,10.73,220,9.76,172,7.63,144,6.39,158,7.01,135,5.99,119,5.28,2272,50.19,116,5.11,96,4.23,92,4.05,88,3.87,181,7.97,219,9.64,217,9.55,205,9.02,176,7.75,151,6.65,115,5.06,124,5.46,141,6.21,2394,959,40.06,1435,59.94,2615,221,8.45,483,10.67,3695,81.62,77,1.7,4,0.09,0,0,60,1.33,137,3.03,4.87,20.06,4.43,16.73,9.12,21.78,18.5,1.88,18.63,52395,389671,37.6,212,8.7,278,11.41,207,8.49,151,6.2,137,5.62,192,7.88,64,2.63,1197,49.12,16.35,1.68,2.42,2,18.26,55.52,3.82,29663975.8381348,25641.3382498122
170,, ,Ashview Heights,Neighborhood, ,0,,, ,174.84,0.27,Ashview Heights,T, ,,GIS,2022/05/24 00:00:00+00,{C5382063-DD98-416E-BF59-994B77584168},13510.2857959763,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,291,US,2.576,2.191,1117,34.8,530,47.45,29,5.47,28,5.28,24,4.53,31,5.85,40,7.55,61,11.51,53,10,43,8.11,47,8.87,30,5.66,34,6.42,27,5.09,33,6.23,587,52.55,29,4.94,29,4.94,30,5.11,34,5.79,41,6.98,72,12.27,62,10.56,54,9.2,46,7.84,38,6.47,30,5.11,31,5.28,26,4.43,544,188,34.56,356,65.44,669,125,18.68,48,4.3,992,88.81,3,0.27,4,0.36,0,0,15,1.34,31,2.78,13.08,20.8,2.74,14.45,12.45,16.69,17.43,2.05,31.21,38873,327778,34.8,6,1.05,29,5.1,18,3.16,38,6.68,0,0,59,10.37,24,4.22,383,67.31,25.66,12.48,0,0,17.22,28.65,15.82,7615940.71606445,13510.2857959763
171,, ,Atlanta University Center,Neighborhood, ,0,,, ,331.57,0.52,Atlanta University,T, ,,GIS,2022/05/24 00:00:00+00,{D6CAF694-B83F-4CB9-B351-CA3E3145D0C7},21653.1806299149,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,292,US,2.576,2.191,4650,20.4,2157,46.39,9,0.42,13,0.6,17,0.79,899,41.68,861,39.92,77,3.57,30,1.39,42,1.95,22,1.02,30,1.39,21,0.97,13,0.6,28,1.3,2493,53.61,12,0.48,16,0.64,8,0.32,1206,48.38,1046,41.96,52,2.09,25,1,30,1.2,16,0.64,18,0.72,8,0.32,10,0.4,6,0.24,267,20,7.49,247,92.51,406,139,34.24,40,0.86,4535,97.53,10,0.22,3,0.06,3,0.06,9,0.19,73,1.57,11.23,29.77,3.03,7.84,9.45,16.4,17.11,2.56,52.78,14440,85000,20.4,94,27.98,0,0,117,34.82,31,9.23,11,3.27,3,0.89,19,5.65,61,18.15,29.11,0,28,0,9.78,28.78,4.33,14443249.7019043,21653.1806299149
172,, ,Hunter Hills,Neighborhood, ,0,,, ,322.58,0.5,Hunter Hills,K, ,,GIS,2022/05/24 00:00:00+00,{8A4F3C84-CCC3-478C-82BA-7E4174935428},15264.6398183679,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,293,US,2.576,2.191,1870,37.9,913,48.82,50,5.48,70,7.67,60,6.57,38,4.16,58,6.35,57,6.24,70,7.67,71,7.78,74,8.11,67,7.34,60,6.57,61,6.68,42,4.6,957,51.18,51,5.33,60,6.27,56,5.85,54,5.64,64,6.69,95,9.93,71,7.42,68,7.11,47,4.91,62,6.48,61,6.37,51,5.33,57,5.96,717,313,43.65,404,56.35,984,267,27.13,87,4.65,1670,89.3,13,0.7,3,0.16,0,0,9,0.48,58,3.1,6.04,27.35,3.13,22.54,5.73,10.08,23.22,2.51,22.85,52721,247115,37.9,0,0,0,0,75,7.52,14,1.4,123,12.34,65,6.52,0,0,698,70.01,21.06,6.51,2.23,0,9.93,42.81,17.47,14051490.0891113,15264.6398183679
173,, ,Historic Westin Heights/Bankhead,Neighborhood, ,0,,, ,416.09,0.65,Bankhead,K, ,,GIS,2022/05/24 00:00:00+00,{70303C29-B16F-4E33-9FEC-A33B2244D3AB},18650.2262996455,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,294,US,2.576,2.191,1950,37.9,1066,54.67,56,5.25,65,6.1,66,6.19,48,4.5,56,5.25,87,8.16,98,9.19,73,6.85,89,8.35,67,6.29,74,6.94,80,7.5,75,7.04,884,45.33,62,7.01,53,6,42,4.75,42,4.75,61,6.9,72,8.14,87,9.84,64,7.24,52,5.88,41,4.64,59,6.67,52,5.88,61,6.9,761,194,25.49,567,74.51,1021,260,25.47,166,8.51,1656,84.92,21,1.08,3,0.15,0,0,16,0.82,53,2.72,12.71,25.64,6.29,14.21,6.21,26.07,8.57,2.55,29.08,29816,135938,37.9,51,4.45,5,0.44,164,14.31,230,20.07,95,8.29,87,7.59,91,7.94,409,35.69,25.25,2.56,0,3.35,3.94,63.12,1.58,18124781.657959,18650.2262996455
174,, ,English Avenue,Neighborhood, ,0,,, ,519,0.81,English Avenue,L, ,,GIS,2022/05/24 00:00:00+00,{9B6F9DF9-B38E-46FB-993B-4D1DA42AC049},22909.9710898052,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,295,US,2.576,2.191,3749,28.2,1844,49.19,89,4.83,66,3.58,61,3.31,53,2.87,285,15.46,475,25.76,210,11.39,108,5.86,67,3.63,79,4.28,93,5.04,71,3.85,80,4.34,1905,50.81,59,3.1,59,3.1,62,3.25,61,3.2,439,23.04,516,27.09,179,9.4,77,4.04,79,4.15,63,3.31,72,3.78,55,2.89,56,2.94,2067,431,20.85,1636,79.15,3418,1351,39.53,590,15.74,2628,70.1,265,7.07,14,0.37,0,0,69,1.84,177,4.72,7.72,28.56,2.63,16.59,6.13,15.27,23.07,1.8,26.28,58389,374260,28.2,693,34.39,0,0,262,13,242,12.01,66,3.28,68,3.37,13,0.65,658,32.66,23.77,0,8.78,1.52,4.15,61.3,0.48,22607461.7646484,22909.9710898052
175,, ,Adair Park,Neighborhood, ,0,,, ,289.28,0.45,Adair Park,V, ,,GIS,2022/05/24 00:00:00+00,{D8FD5CB2-4D90-4EEB-A33A-B52E6D66E345},18817.4307127673,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,296,US,2.576,2.191,1507,36.9,762,50.56,37,4.86,31,4.07,28,3.67,30,3.94,63,8.27,76,9.97,95,12.47,77,10.1,56,7.35,41,5.38,58,7.61,28,3.67,48,6.3,745,49.44,47,6.31,38,5.1,22,2.95,21,2.82,62,8.32,77,10.34,71,9.53,70,9.4,44,5.91,47,6.31,39,5.23,36,4.83,49,6.58,719,350,48.68,369,51.32,810,91,11.23,345,22.89,1004,66.62,36,2.39,2,0.13,0,0,28,1.86,71,4.71,8.95,20.66,2.13,13.03,12.68,20.57,19.41,2.08,21.3,72531,408602,36.9,8,1.14,15,2.14,35,5,15,2.14,117,16.71,32,4.57,21,3,455,65,12.92,0,0,2.81,22.61,51.54,10.11,12600960.7851562,18817.4307127673
176,, ,Mechanicsville,Neighborhood, ,0,,, ,458.04,0.72,Mechanicsville,V, ,,GIS,2022/05/24 00:00:00+00,{A855553A-F773-43F8-B387-2141FA16789D},20670.8117902563,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,297,US,2.576,2.191,4609,32.4,2200,47.73,163,7.41,178,8.09,152,6.91,142,6.45,139,6.32,187,8.5,207,9.41,176,8,157,7.14,135,6.14,121,5.5,158,7.18,107,4.86,2409,52.27,152,6.31,185,7.68,159,6.6,181,7.51,170,7.06,275,11.42,255,10.59,235,9.76,183,7.6,102,4.23,118,4.9,86,3.57,94,3.9,2208,289,13.09,1919,86.91,2389,181,7.58,187,4.06,4190,90.91,30,0.65,5,0.11,0,0,30,0.65,87,1.89,9.14,36.98,2.21,20.85,5.02,12.38,8.17,1.99,33.55,25944,243571,32.4,1142,48.99,122,5.23,47,2.02,295,12.66,105,4.5,0,0,136,5.83,484,20.76,6.11,0,6.28,1.74,20.8,51.35,1.51,19952180.204834,20670.8117902563
177,, ,Capitol Gateway,Neighborhood, ,0,,, ,84.01,0.13,Capitol Homes,V, ,,GIS,2022/05/24 00:00:00+00,{3A97A58B-6747-4484-9522-91E111459365},7892.30943034778,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,298,US,2.576,2.191,1460,38.5,661,45.27,30,4.54,22,3.33,30,4.54,18,2.72,47,7.11,67,10.14,64,9.68,44,6.66,36,5.45,21,3.18,52,7.87,85,12.86,50,7.56,799,54.73,42,5.26,40,5.01,41,5.13,41,5.13,69,8.64,92,11.51,60,7.51,56,7.01,50,6.26,34,4.26,15,1.88,25,3.13,43,5.38,826,5,0.61,821,99.39,882,56,6.35,115,7.88,1231,84.32,36,2.47,8,0.55,0,0,21,1.44,52,3.56,3.14,30.54,3.32,17.53,13.38,10.89,18.91,1.74,33.47,20000,0,38.5,483,62.16,166,21.36,79,10.17,35,4.5,0,0,0,0,0,0,14,1.8,2.85,0,3.04,0,12.9,80.83,0.19,3659381.64306641,7892.30943034778
178,, ,Grant Park,Neighborhood, ,0,,, ,1108.24,1.73,Grant Park,W, ,,GIS,2022/05/24 00:00:00+00,{7FE35433-34E9-4BC6-89E4-040064B1C526},30379.4496815773,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,299,US,2.576,2.191,10413,34.7,5114,49.11,352,6.88,303,5.92,188,3.68,143,2.8,300,5.87,546,10.68,687,13.43,596,11.65,480,9.39,387,7.57,376,7.35,253,4.95,192,3.75,5299,50.89,312,5.89,269,5.08,184,3.47,150,2.83,377,7.11,742,14,728,13.74,585,11.04,466,8.79,366,6.91,305,5.76,217,4.1,161,3.04,5066,2715,53.59,2351,46.41,5643,577,10.23,6356,61.04,2493,23.94,388,3.73,24,0.23,9,0.09,160,1.54,739,7.1,0.97,5.9,1.01,9.61,3.8,42.95,35.48,2.03,5,132376,580388,34.7,1179,26.29,128,2.85,124,2.76,67,1.49,80,1.78,458,10.21,252,5.62,2179,48.58,35.86,1.73,3.28,1.39,3.58,51.41,2.78,48274661.4321289,30379.4496815774
179,, ,Hammond Park,Neighborhood, ,0,,, ,389.94,0.61,Hammond Park,X, ,,GIS,2022/05/24 00:00:00+00,{6B2192E3-7F7E-4944-A24B-70E9C23B7035},18065.8033105133,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,300,US,2.576,2.191,2427,39.3,1175,48.41,82,6.98,76,6.47,89,7.57,63,5.36,50,4.26,69,5.87,77,6.55,80,6.81,57,4.85,65,5.53,75,6.38,68,5.79,85,7.23,1252,51.59,68,5.43,63,5.03,94,7.51,67,5.35,68,5.43,96,7.67,118,9.42,76,6.07,70,5.59,63,5.03,72,5.75,61,4.87,93,7.43,797,186,23.34,611,76.66,971,174,17.92,117,4.82,1980,81.58,19,0.78,11,0.45,1,0.04,180,7.42,273,11.25,13.02,39.18,3.58,14.55,9.68,10.21,1.06,2.71,33.08,31779,232632,39.3,167,16.77,0,0,62,6.22,148,14.86,116,11.65,70,7.03,15,1.51,372,37.35,3.12,12.49,1.11,0,10.14,53.73,19.4,16985726.8144531,18065.8033105133
180,, ,Capitol View,Neighborhood, ,0,,, ,368.52,0.58,Capitol View,X, ,,GIS,2022/05/24 00:00:00+00,{D5304CF1-D578-45C5-86AB-49E143BBEB2F},19524.416890701,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,301,US,2.576,2.191,2454,37.8,1193,48.61,77,6.45,68,5.7,51,4.27,52,4.36,95,7.96,91,7.63,118,9.89,119,9.97,101,8.47,78,6.54,69,5.78,66,5.53,74,6.2,1261,51.39,58,4.6,57,4.52,54,4.28,59,4.68,89,7.06,105,8.33,122,9.67,110,8.72,93,7.38,71,5.63,58,4.6,67,5.31,70,5.55,1192,640,53.69,552,46.31,1547,355,22.95,538,21.92,1700,69.27,28,1.14,6,0.24,0,0,41,1.67,86,3.5,2.85,19.1,2.68,13.57,15.75,34.06,11.56,2.05,14.14,62767,308549,37.8,25,2.82,0,0,0,0,40,4.51,16,1.8,76,8.57,22,2.48,705,79.48,20.45,0.32,0.11,0,12.21,64.99,1.82,16052870.5273438,19524.416890701
181,, ,High Point,Neighborhood, ,0,,, ,65.21,0.1,High Point,Y, ,,GIS,2022/05/24 00:00:00+00,{261B198D-A526-4532-95B7-98C9646C8F0E},7025.15020048486,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,302,US,2.576,2.191,447,49.3,213,47.65,8,3.76,9,4.23,12,5.63,8,3.76,8,3.76,9,4.23,10,4.69,17,7.98,19,8.92,16,7.51,17,7.98,17,7.98,14,6.57,234,52.35,9,3.85,10,4.27,18,7.69,8,3.42,7,2.99,8,3.42,9,3.85,14,5.98,14,5.98,15,6.41,22,9.4,14,5.98,13,5.56,188,87,46.28,101,53.72,201,13,6.47,34,7.61,372,83.22,6,1.34,7,1.57,0,0,5,1.12,19,4.25,3.14,4.29,0,5.71,46,33.71,5.71,2.38,17.91,56096,389535,49.3,87,25.97,0,0,0,0,0,0,0,0,0,0,0,0,248,74.03,78.12,0,0,0,0,21.88,0,2840400.47094727,7025.15020048486
182,, ,Joyland,Neighborhood, ,0,,, ,86.37,0.13,Joyland,Y, ,,GIS,2022/05/24 00:00:00+00,{516A024F-6B8A-4EB5-B98D-250FBFF4A945},7962.46073640082,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,303,US,2.576,2.191,519,32.6,241,46.44,21,8.71,20,8.3,21,8.71,21,8.71,15,6.22,15,6.22,20,8.3,17,7.05,17,7.05,18,7.47,13,5.39,10,4.15,10,4.15,278,53.56,18,6.47,18,6.47,22,7.91,22,7.91,22,7.91,24,8.63,22,7.91,23,8.27,20,7.19,15,5.4,13,4.68,13,4.68,11,3.96,195,58,29.74,137,70.26,213,18,8.45,12,2.31,479,92.29,1,0.19,1,0.19,0,0,10,1.93,14,2.7,13.75,22.5,5,13.12,15.62,6.56,15.94,2.66,46.75,25546,251000,32.6,13,6.95,21,11.23,11,5.88,7,3.74,12,6.42,22,11.76,34,18.18,66,35.29,3,0,0,0,17,66,13,3762423.8293457,7962.46073640082
183,, ,Betmar LaVilla,Neighborhood, ,0,,, ,72.47,0.11,Betmar La Villa,Y, ,,GIS,2022/05/24 00:00:00+00,{B1E012FF-310C-40FE-A1EE-684FEA37C37A},9015.80149314284,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,304,US,2.576,2.191,772,38.4,348,45.08,14,4.02,14,4.02,18,5.17,22,6.32,27,7.76,36,10.34,31,8.91,31,8.91,31,8.91,30,8.62,21,6.03,21,6.03,13,3.74,424,54.92,22,5.19,20,4.72,20,4.72,23,5.42,35,8.25,34,8.02,29,6.84,31,7.31,41,9.67,35,8.25,24,5.66,20,4.72,21,4.95,399,193,48.37,206,51.63,433,34,7.85,50,6.48,665,86.14,5,0.65,0,0,0,0,18,2.33,25,3.24,6.09,12.72,2.15,7.53,14.7,19,35.66,1.93,19.11,67771,205743,38.4,68,14.85,11,2.4,52,11.35,46,10.04,15,3.28,18,3.93,140,30.57,102,22.27,19.18,13.55,0,0,11.25,53.45,2.56,3156767.59155273,9015.80149314284
184,, ,The Villages at Carver,Neighborhood, ,0,,, ,108.05,0.17,Carver Homes,Y, ,,GIS,2022/05/24 00:00:00+00,{1C318454-84A7-4344-BC90-BC8E43C9CA27},9706.39374907782,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,305,US,2.576,2.191,1865,28.4,797,42.73,92,11.54,97,12.17,108,13.55,60,7.53,46,5.77,77,9.66,71,8.91,56,7.03,53,6.65,24,3.01,33,4.14,19,2.38,20,2.51,1068,57.27,81,7.58,74,6.93,99,9.27,88,8.24,73,6.84,91,8.52,118,11.05,95,8.9,67,6.27,48,4.49,36,3.37,37,3.46,34,3.18,794,8,1.01,786,98.99,869,75,8.63,11,0.59,1772,95.01,11,0.59,1,0.05,2,0.11,14,0.75,33,1.77,13.09,23.69,2.01,30.75,11.65,9.93,2.96,2.35,40.5,23471,0,28.4,142,19.89,158,22.13,92,12.89,197,27.59,30,4.2,0,0,23,3.22,50,7,0,0,0,0,19.91,68.33,11.99,4706681.21850586,9706.39374907783
185,, ,Fort McPherson,Neighborhood, ,0,,, ,515.65,0.81,Fort McPherson,S, ,,GIS,2022/05/24 00:00:00+00,{599C9196-A55D-4D03-A77F-55C24D008CCC},19595.1073253378,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,306,US,2.576,2.191,274,42.2,118,43.07,7,5.93,8,6.78,9,7.63,5,4.24,6,5.08,8,6.78,7,5.93,8,6.78,8,6.78,4,3.39,5,4.24,8,6.78,7,5.93,156,56.93,10,6.41,8,5.13,10,6.41,6,3.85,9,5.77,13,8.33,12,7.69,6,3.85,7,4.49,9,5.77,5,3.21,7,4.49,10,6.41,109,15,13.76,94,86.24,118,9,7.63,5,1.82,257,93.8,0,0,1,0.36,0,0,4,1.46,8,2.92,3.06,40.31,0,18.88,12.76,7.14,10.2,2.51,43.86,12462,172727,42.2,8,6.9,14,12.07,23,19.83,25,21.55,27,23.28,0,0,0,0,18,15.52,18.56,0,0,0,0,81.44,0,22461587.1811523,19595.1073253378
186,, ,Venetian Hills,Neighborhood, ,0,,, ,615.88,0.96,Venetian Hills,S, ,,GIS,2022/05/24 00:00:00+00,{7741E693-091A-4BA3-A44C-881B49ED3C50},23347.8723944053,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,307,US,2.576,2.191,3553,39.6,1732,48.75,100,5.77,107,6.18,107,6.18,131,7.56,83,4.79,96,5.54,136,7.85,128,7.39,124,7.16,122,7.04,119,6.87,101,5.83,121,6.99,1821,51.25,95,5.22,101,5.55,108,5.93,114,6.26,96,5.27,96,5.27,145,7.96,158,8.68,129,7.08,114,6.26,103,5.66,108,5.93,104,5.71,1402,795,56.7,607,43.3,1648,246,14.93,183,5.15,3145,88.52,11,0.31,14,0.39,0,0,65,1.83,92,2.59,6.05,37.59,3.9,10.04,15.01,19.04,5.69,2.52,24.31,40288,314841,39.6,3,0.14,0,0,72,3.39,42,1.98,33,1.56,76,3.58,34,1.6,1862,87.79,13.23,1.74,3.32,0,18.03,61.36,2.27,26827771.1213379,23347.8723944053
187,, ,Pomona Park,Neighborhood, ,0,,, ,46.73,0.07,Pamond Park,R, ,,GIS,2022/05/24 00:00:00+00,{D4354C45-AC27-41E6-A3F3-322A84940530},6808.41670417019,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,308,US,2.576,2.191,116,35,52,44.83,3,5.77,4,7.69,5,9.62,3,5.77,4,7.69,4,7.69,4,7.69,3,5.77,4,7.69,2,3.85,3,5.77,3,5.77,4,7.69,64,55.17,4,6.25,5,7.81,5,7.81,4,6.25,3,4.69,5,7.81,6,9.38,5,7.81,3,4.69,4,6.25,3,4.69,4,6.25,4,6.25,47,6,12.77,41,87.23,54,7,12.96,1,0.86,109,93.97,1,0.86,0,0,0,0,1,0.86,3,2.59,5.19,57.14,0,14.29,16.88,6.49,0,2.47,35.29,27120,25000,35,0,0,8,12.9,15,24.19,2,3.23,28,45.16,0,0,2,3.23,7,11.29,0,0,0,0,67.37,31.58,0,2035340.61181641,6808.41670417019
188,, ,Fort Valley,Neighborhood, ,0,,, ,23.11,0.04,Fort Valley,R, ,,GIS,2022/05/24 00:00:00+00,{8FE5DE3F-CB5E-44F1-9246-952DD08BB6CE},4199.58966260641,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,309,US,2.576,2.191,221,35.2,99,44.8,6,6.06,7,7.07,9,9.09,6,6.06,7,7.07,7,7.07,8,8.08,5,5.05,7,7.07,5,5.05,6,6.06,6,6.06,8,8.08,122,55.2,8,6.56,9,7.38,9,7.38,7,5.74,6,4.92,9,7.38,11,9.02,9,7.38,6,4.92,7,5.74,6,4.92,8,6.56,8,6.56,94,12,12.77,82,87.23,195,101,51.79,2,0.9,208,94.12,1,0.45,1,0.45,0,0,3,1.36,6,2.71,4.83,57.93,0,13.79,16.55,6.9,0,2.35,34.88,31212,25000,35.2,0,0,28,12.56,53,23.77,6,2.69,103,46.19,0,0,8,3.59,25,11.21,0,0,0,0,67.65,32.35,0,1006873.64355469,4199.58966260641
